feature,Bin,WoE,Event rate,Count (%),Feature IV,feature_coeff_model,score_points,rare_categories,feature_type
ANNUITY_CREDIT_RATIO,SPECIAL_-88888,0.0,0.0,4.06490845826152e-05,0.1459477571095993,-0.3993635444186945,0.0,,numerical
EXT_SOURCE_WEIGHTED,"(-0.0009885, 0.35]",-1.08783,0.20674602098641576,0.14991788884914312,0.6261018605703771,-0.6700770387387495,-21.03247118345983,,numerical
EXT_SOURCE_WEIGHTED,"(0.35, 0.44]",-0.379728,0.11377440347071584,0.14991382394068486,0.6261018605703771,-0.6700770387387495,-7.3417888985897015,,numerical
EXT_SOURCE_WEIGHTED,"(0.44, 0.525]",0.122219,0.07211127831781022,0.19988780852655197,0.6261018605703771,-0.6700770387387495,2.3630232624318843,,numerical
EXT_SOURCE_WEIGHTED,"(0.525, 0.583]",0.498341,0.05065075921908894,0.14991382394068486,0.6261018605703771,-0.6700770387387495,9.63509254390535,,numerical
EXT_SOURCE_WEIGHTED,"(0.583, 0.644]",0.81121,0.03755422993492408,0.14991382394068486,0.6261018605703771,-0.6700770387387495,15.684207044055091,,numerical
EXT_SOURCE_WEIGHTED,"(0.644, 0.879]",1.232207,0.024972546467645504,0.19988780852655197,0.6261018605703771,-0.6700770387387495,23.82390467219831,,numerical
EXT_SOURCE_WEIGHTED,SPECIAL_-99999,-0.07320155690931117,0.08633093525179857,0.0005650222756983513,0.6261018605703771,-0.6700770387387495,-1.4153035274624546,,numerical
B_NUM_ACTIVE_CREDIT_720D,"(-0.001, 1.0]",0.24132752034399926,0.06453660017106752,0.4419734317583168,0.0684442337401039,-0.4041658026410931,2.814303619627346,,numerical
B_NUM_ACTIVE_CREDIT_720D,"(1.0, 2.0]",-0.04984543178020653,0.08450636444572776,0.1689335306168905,0.0684442337401039,-0.4041658026410931,-0.5812854616869283,,numerical
B_NUM_ACTIVE_CREDIT_720D,"(2.0, 3.0]",-0.26531660947597463,0.10273804256992577,0.0826924327664141,0.0684442337401039,-0.4041658026410931,-3.094058619303495,,numerical
B_NUM_ACTIVE_CREDIT_720D,"(3.0, 22.0]",-0.645265,0.14341432225063938,0.06357516828721017,0.0684442337401039,-0.4041658026410931,-7.5249255556526276,,numerical
B_NUM_ACTIVE_CREDIT_720D,SPECIAL_-99999,-0.03894339072383094,0.08366673920685672,0.24282543657116842,0.0684442337401039,-0.4041658026410931,-0.4541484755589113,,numerical
B_DEBT_TO_CREDIT_RATIO,"(-175.29, 0.0]",0.413685,0.05487979393245564,0.227244642450652,0.1035488667562584,-0.2781792705383408,3.3204662663329176,,numerical
B_DEBT_TO_CREDIT_RATIO,"(0.0, 0.224]",0.279157,0.06229003662844882,0.18755081135572826,0.1035488667562584,-0.2781792705383408,2.2406695952492797,,numerical
B_DEBT_TO_CREDIT_RATIO,"(0.224, 0.378]",0.103558,0.07336992029269568,0.12443497772430165,0.1035488667562584,-0.2781792705383408,0.8312141982641484,,numerical
B_DEBT_TO_CREDIT_RATIO,"(0.378, 0.558]",-0.111979,0.08943912716819652,0.12443904263275991,0.1035488667562584,-0.2781792705383408,-0.8988058354489376,,numerical
B_DEBT_TO_CREDIT_RATIO,"(0.558, 0.733]",-0.321115,0.1079968639749118,0.0829566518162011,0.1035488667562584,-0.2781792705383408,-2.577447877282219,,numerical
B_DEBT_TO_CREDIT_RATIO,"(0.733, 5.843]",-0.555497,0.13273555784212848,0.08296071672465936,0.1035488667562584,-0.2781792705383408,-4.45872837919948,,numerical
B_DEBT_TO_CREDIT_RATIO,SPECIAL_-77777,0.0,0.0,4.0649084582615195e-06,0.1035488667562584,-0.2781792705383408,0.0,,numerical
B_DEBT_TO_CREDIT_RATIO,SPECIAL_-88888,0.21439995970716286,0.06618144888287068,0.02401547917140906,0.1035488667562584,-0.2781792705383408,1.7208935148984639,,numerical
B_DEBT_TO_CREDIT_RATIO,SPECIAL_-99999,-0.24405016819166134,0.10079413561392792,0.1463936132158304,0.1035488667562584,-0.2781792705383408,-1.9588826057828694,,numerical
B_CREDIT_DURATION_MIN,"(-41790.001, 348.0]",0.103908,0.07334613991071856,0.5946107443660369,0.0339473846537755,-0.4790070113597948,1.4361354105535191,,numerical
B_CREDIT_DURATION_MIN,"(348.0, 1094.0]",-0.050098,0.08452591777150242,0.16985626483691588,0.0339473846537755,-0.4790070113597948,-0.6924155194779054,,numerical
B_CREDIT_DURATION_MIN,"(1094.0, 33929.0]",-0.095443,0.0881015082595164,0.08489561315079185,0.0339473846537755,-0.4790070113597948,-1.3191387765086375,,numerical
B_CREDIT_DURATION_MIN,SPECIAL_-99999,-0.25110759165648544,0.10143558745749906,0.1506373776462554,0.0339473846537755,-0.4790070113597948,-3.4706134680360714,,numerical
IP_WORST_DPD_720D,"(-0.001, 1.0]",0.070145,0.07567422514423722,0.21207033917596177,0.0911862648629499,-0.3944499802368446,0.7983497485010862,,numerical
IP_WORST_DPD_720D,"(1.0, 3.0]",-0.153614,0.09288832403160745,0.07356264836915873,0.0911862648629499,-0.3944499802368446,-1.7483455451742227,,numerical
IP_WORST_DPD_720D,"(3.0, 7.0]",-0.278114,0.10392374196408778,0.09168401027608858,0.0911862648629499,-0.3944499802368446,-3.165332410786671,,numerical
IP_WORST_DPD_720D,"(7.0, 705.0]",-0.728257,0.15391426636804,0.07804217749016293,0.0911862648629499,-0.3944499802368446,-8.288599227231527,,numerical
IP_WORST_DPD_720D,SPECIAL_-66666,0.18163323800740327,0.06823549437222069,0.19104663262983318,0.0911862648629499,-0.3944499802368446,2.0672442780333355,,numerical
IP_WORST_DPD_720D,SPECIAL_-99999,0.2203539595918986,0.06581443204156943,0.35359419205879483,0.0911862648629499,-0.3944499802368446,2.5079410966057556,,numerical
IP_RATIO_LATE_PAYMENTS_2160D,"(-0.001, 0.0241]",0.21805141355667443,0.0659561408403549,0.5099305713635329,0.0725763358834479,-0.4687738903431918,2.949353681139426,,numerical
IP_RATIO_LATE_PAYMENTS_2160D,"(0.0241, 0.0778]",0.001144,0.08064421840289956,0.13906864817404313,0.0725763358834479,-0.4687738903431918,0.015473692906588477,,numerical
IP_RATIO_LATE_PAYMENTS_2160D,"(0.0778, 0.135]",-0.215248,0.09821350380944041,0.09283437936977659,0.0725763358834479,-0.4687738903431918,-2.9114348345781087,,numerical
IP_RATIO_LATE_PAYMENTS_2160D,"(0.135, 0.231]",-0.318651,0.10775974307785782,0.09366362069526195,0.0725763358834479,-0.4687738903431918,-4.310059194385774,,numerical
IP_RATIO_LATE_PAYMENTS_2160D,"(0.231, 1.0]",-0.515885,0.12824156305506218,0.09154173848004943,0.0725763358834479,-0.4687738903431918,-6.977837469506467,,numerical
IP_RATIO_LATE_PAYMENTS_2160D,SPECIAL_-99999,0.19198346434069702,0.06758036659423923,0.07296104191733602,0.0725763358834479,-0.4687738903431918,2.596759764292767,,numerical
IP_NUM_COMPLETED_LOANS,"(-0.001, 1.0]",-0.221884190913024,0.09880283156360609,0.39047510650060163,0.0448024240656658,-0.4379186667568177,-2.8036535900081723,,numerical
IP_NUM_COMPLETED_LOANS,"(1.0, 2.0]",0.04735679244188146,0.07728369767159203,0.23411027283665573,0.0448024240656658,-0.4379186667568177,0.5983844121323538,,numerical
IP_NUM_COMPLETED_LOANS,"(2.0, 3.0]",0.15481825981701217,0.06996024025040183,0.1441538486553283,0.0448024240656658,-0.4379186667568177,1.9562311679290811,,numerical
IP_NUM_COMPLETED_LOANS,"(3.0, 4.0]",0.2711103530178758,0.0627617123996256,0.08251357679425059,0.0448024240656658,-0.4379186667568177,3.4256587249377333,,numerical
IP_NUM_COMPLETED_LOANS,"(4.0, 26.0]",0.341841,0.05872756933115824,0.09717976651165816,0.0448024240656658,-0.4379186667568177,4.319387257462009,,numerical
IP_NUM_COMPLETED_LOANS,SPECIAL_-99999,0.32207624560313697,0.059829733564559354,0.051567428701505644,0.0448024240656658,-0.4379186667568177,4.069646505800634,,numerical
PA_AVG_AMT_ANNUITY_POS,"(579.779, 3436.335]",-0.357618,0.11156402303943287,0.04587249195148125,0.036943410528995,-0.5285300421392496,-5.453729364002163,,numerical
PA_AVG_AMT_ANNUITY_POS,"(3436.335, 5434.404]",-0.219364,0.09857864720309684,0.1375605671360281,0.036943410528995,-0.5285300421392496,-3.3453346537505677,,numerical
PA_AVG_AMT_ANNUITY_POS,"(5434.404, 7588.189]",-0.075512,0.08651331826441519,0.18343305908750934,0.036943410528995,-0.5285300421392496,-1.151569584681228,,numerical
PA_AVG_AMT_ANNUITY_POS,"(7588.189, 8817.594]",-0.044841,0.08412001950095288,0.09171652954375467,0.036943410528995,-0.5285300421392496,-0.683832129286616,,numerical
PA_AVG_AMT_ANNUITY_POS,"(8817.594, 12110.925]",0.074843,0.07534626038781163,0.1834289941790511,0.036943410528995,-0.5285300421392496,1.1413672320465245,,numerical
PA_AVG_AMT_ANNUITY_POS,"(12110.925, 17434.324]",0.193982,0.06745457231496528,0.13757682676986113,0.036943410528995,-0.5285300421392496,2.9582552597684333,,numerical
PA_AVG_AMT_ANNUITY_POS,"(17434.324, 393868.66]",0.432862,0.0538935425253734,0.09171652954375467,0.036943410528995,-0.5285300421392496,6.601211907568144,,numerical
PA_AVG_AMT_ANNUITY_POS,SPECIAL_-99999,-0.00344982495363795,0.08098547062539482,0.12869500178855972,0.036943410528995,-0.5285300421392496,-0.05261035979822797,,numerical
PA_RATIO_CREDIT_APPLICATION_POS,"(0.0906, 0.9]",0.244375,0.064352856109906,0.19114012552437318,0.0430795441077549,-0.4002651846543548,2.8223386675508135,,numerical
PA_RATIO_CREDIT_APPLICATION_POS,"(0.9, 0.944]",0.157785,0.06976744186046512,0.08407450164222302,0.0430795441077549,-0.4002651846543548,1.8222924057677958,,numerical
PA_RATIO_CREDIT_APPLICATION_POS,"(0.944, 1.022]",0.061267,0.07629759100235581,0.32094078241358004,0.0430795441077549,-0.4002651846543548,0.7075855678561052,,numerical
PA_RATIO_CREDIT_APPLICATION_POS,"(1.022, 1.059]",-0.037918,0.0835881753312946,0.09171652954375467,0.0430795441077549,-0.4002651846543548,-0.4379230182964368,,numerical
PA_RATIO_CREDIT_APPLICATION_POS,"(1.059, 1.106]",-0.176946,0.09487304471130412,0.09173278917758772,0.0430795441077549,-0.4002651846543548,-2.043586855727657,,numerical
PA_RATIO_CREDIT_APPLICATION_POS,"(1.106, 1.552]",-0.46867,0.12305509996010461,0.09170026990992163,0.0430795441077549,-0.4002651846543548,-5.412769159369983,,numerical
PA_RATIO_CREDIT_APPLICATION_POS,SPECIAL_-99999,-0.00344982495363795,0.08098547062539482,0.12869500178855972,0.0430795441077549,-0.4002651846543548,-0.03984275954141822,,numerical
PA_RATIO_CREDIT_APPLICATION_Cash,"(0.999, 1.069]",0.281963,0.06212637577518297,0.1455155929888459,0.0456976975651897,-0.3242520186536859,2.638027665691194,,numerical
PA_RATIO_CREDIT_APPLICATION_Cash,"(1.069, 1.12]",0.104962,0.07327456172694667,0.12126841403531592,0.0456976975651897,-0.3242520186536859,0.982017710998532,,numerical
PA_RATIO_CREDIT_APPLICATION_Cash,"(1.12, 1.152]",-0.107318,0.08906023019331769,0.07275373158596468,0.0456976975651897,-0.3242520186536859,-1.0040602952396147,,numerical
PA_RATIO_CREDIT_APPLICATION_Cash,"(1.152, 1.205]",-0.272561,0.10340782122905028,0.07276186140288121,0.0456976975651897,-0.3242520186536859,-2.5500631593097585,,numerical
PA_RATIO_CREDIT_APPLICATION_Cash,"(1.205, 1.66]",-0.477731,0.124036205162588,0.07275373158596468,0.0456976975651897,-0.3242520186536859,-4.4696204635300365,,numerical
PA_RATIO_CREDIT_APPLICATION_Cash,SPECIAL_-99999,0.0479520561849303,0.07724125954168344,0.5149466684010277,0.0456976975651897,-0.3242520186536859,0.4486363488919633,,numerical
PA_RATIO_APPROVED_LOANS,"(-0.001, 0.4]",-0.731336,0.15431567415290712,0.051945465188123964,0.0785723752441566,-0.2808772001515891,-5.927041581100327,,numerical
PA_RATIO_APPROVED_LOANS,"(0.4, 0.5]",-0.4635,0.12249825274795095,0.06397759422457806,0.0785723752441566,-0.2808772001515891,-3.7563907326317882,,numerical
PA_RATIO_APPROVED_LOANS,"(0.5, 0.667]",-0.225834,0.09915511676476173,0.0856394913986537,0.0785723752441566,-0.2808772001515891,-1.83024971890651,,numerical
PA_RATIO_APPROVED_LOANS,"(0.667, 0.833]",0.034688,0.07819198889387939,0.09955367305128289,0.0785723752441566,-0.2808772001515891,0.28112552693318543,,numerical
PA_RATIO_APPROVED_LOANS,"(0.833, 1.0]",0.148793,0.07035328128057364,0.6439993821339144,0.0785723752441566,-0.2808772001515891,1.2058784170021182,,numerical
PA_RATIO_APPROVED_LOANS,SPECIAL_-99999,0.3192109114566996,0.05999111242778848,0.054884394003447044,0.0785723752441566,-0.2808772001515891,2.5870138285887654,,numerical
PA_AVG_RISK_WEIGHT_1080D,"(0.999, 2.25]",0.333331,0.059199803179875145,0.2643572566745797,0.0780070323919673,-0.2119488711032244,2.038502965463594,,numerical
PA_AVG_RISK_WEIGHT_1080D,"(2.25, 2.667]",0.11122,0.07285073434523444,0.13229651068257942,0.0780070323919673,-0.2119488711032244,0.6801716606582074,,numerical
PA_AVG_RISK_WEIGHT_1080D,"(2.667, 3.0]",-0.049426,0.08447391270029204,0.25749162628857597,0.0780070323919673,-0.2119488711032244,-0.3022672585838209,,numerical
PA_AVG_RISK_WEIGHT_1080D,"(3.0, 3.5]",-0.415359,0.11741682974559686,0.06854655133166401,0.0780070323919673,-0.2119488711032244,-2.540149440742064,,numerical
PA_AVG_RISK_WEIGHT_1080D,"(3.5, 4.0]",-0.517557,0.12842861863846664,0.09840330395759488,0.0780070323919673,-0.2119488711032244,-3.165146593915482,,numerical
PA_AVG_RISK_WEIGHT_1080D,SPECIAL_-99999,0.11368040356286724,0.07268472234845043,0.17890475106500603,0.0780070323919673,-0.2119488711032244,0.6952183858627101,,numerical
CB_WT_CREDIT_UTIL_TREND_3M_12M,"(-1.0119999999999998, 0.0]",0.178671,0.06842408527801787,0.14109297258625736,0.0468654171481113,-0.2648551816709018,1.3654225680062233,,numerical
CB_WT_CREDIT_UTIL_TREND_3M_12M,"(0.0, 1.679]",-0.597581,0.13765546738702233,0.07222935839484895,0.0468654171481113,-0.2648551816709018,-4.566776833463332,,numerical
CB_WT_CREDIT_UTIL_TREND_3M_12M,SPECIAL_-99999,0.04140375671203823,0.07770928387993531,0.7866776690188937,0.0468654171481113,-0.2648551816709018,0.3164118621088825,,numerical
CB_AVG_ATM_WITHDRAWAL_FREQ_6M,"(-0.001, 0.167]",0.022621,0.07906619838857244,0.1377312932912751,0.0469709258597127,-0.6061673765200384,0.3956479261210506,,numerical
CB_AVG_ATM_WITHDRAWAL_FREQ_6M,"(0.167, 35.0]",-0.700263,0.150303911205074,0.06152645442424637,0.0469709258597127,-0.6061673765200384,-12.24780529991182,,numerical
CB_AVG_ATM_WITHDRAWAL_FREQ_6M,SPECIAL_-99999,0.07021681703699467,0.07566919980303469,0.8007422522844786,0.0469709258597127,-0.6061673765200384,1.228112728858503,,numerical
ORG_GROUP,ORG_OTHER,0.3220115722890921,0.0598333715508675,0.2659059867971773,0.0578841611129301,-0.4126984025762372,3.8345005280816493,,categorical
ORG_GROUP,ORG_PRIVATE,-0.1182340553340496,0.0899498071742795,0.4195066827095053,0.0578841611129301,-0.4126984025762372,-1.407926256788771,,categorical
ORG_GROUP,ORG_STABLE,0.2724406232426624,0.0626835078389008,0.1467513251601574,0.0578841611129301,-0.4126984025762372,3.244211710369858,,categorical
ORG_GROUP,ORG_UNSTABLE,-0.306173130880192,0.1065659134394148,0.1678360053331599,0.0578841611129301,-0.4126984025762372,-3.6458970207148584,,categorical
ORG_GROUP,RARE,0.0,0.0,0.0,0.0578841611129301,-0.4126984025762372,0.0,,categorical
NAME_EDUCATION_TYPE,Higher education,0.4333941927553753,0.0538664352701665,0.2435937042697798,0.0488897996229103,-0.4540006309758362,5.677329216379524,,categorical
NAME_EDUCATION_TYPE,Lower secondary,-0.3493160528090838,0.1107438016528925,0.012296348086241,0.0488897996229103,-0.4540006309758362,-4.575931716470346,,categorical
NAME_EDUCATION_TYPE,MISSING,-0.1085250656437003,0.0891581982971711,0.7104159214334493,0.0488897996229103,-0.4540006309758362,-1.4216446278878845,,categorical
NAME_EDUCATION_TYPE,Secondary,-0.0722879278121698,0.0862588973338159,0.0336940262105297,0.0488897996229103,-0.4540006309758362,-0.9469493856167402,,categorical
NAME_EDUCATION_TYPE,RARE,0.0,0.0,0.0,0.0488897996229103,-0.4540006309758362,0.0,,categorical
CODE_GENDER,F,0.1540261303364477,0.0700117983531722,0.6580558355825826,0.0384206609162312,-0.5332472237369958,2.369886473995698,,categorical
CODE_GENDER,M,-0.2502386256169848,0.1013564117500208,0.3419360346005008,0.0384206609162312,-0.5332472237369958,-3.8502371826492183,,categorical
CODE_GENDER,RARE,0.0,0.0,8.129816916523039e-06,0.0384206609162312,-0.5332472237369958,0.0,Missing,categorical
OCCUPATION_GROUP,LOW_SKILL,-0.3225016647059464,0.1081305637982195,0.3082216838476797,0.0746108238641635,-0.1708724962696605,-1.5900422318650793,,categorical
OCCUPATION_GROUP,MANAGERS,0.2800693404030993,0.0622367805334581,0.0694936750024389,0.0746108238641635,-0.1708724962696605,1.3808365283868056,,categorical
OCCUPATION_GROUP,MISSING,0.234982532534962,0.0649207174421627,0.3127540567786413,0.0746108238641635,-0.1708724962696605,1.1585433235573326,,categorical
OCCUPATION_GROUP,SERVICE,-0.1602313439525633,0.0934473740015551,0.1150125199180514,0.0746108238641635,-0.1708724962696605,-0.7899946934704221,,categorical
OCCUPATION_GROUP,SKILLED_PRO,0.2873310721042618,0.0618143063130838,0.1945180644531885,0.0746108238641635,-0.1708724962696605,1.4166393205734746,,categorical
OCCUPATION_GROUP,RARE,0.0,0.0,0.0,0.0746108238641635,-0.1708724962696605,0.0,,categorical
NAME_FAMILY_STATUS,Civil marriage,-0.2370293089016178,0.100159583403326,0.0967936002081233,0.0233339628193349,-0.294557188147298,-2.0145414623819486,,categorical
NAME_FAMILY_STATUS,Married,0.0749244136002091,0.0753405916527206,0.6388125589411726,0.0233339628193349,-0.294557188147298,0.6367918737210857,,categorical
NAME_FAMILY_STATUS,RARE,0.0,0.0,8.129816916523039e-06,0.0233339628193349,-0.294557188147298,0.0,Missing,categorical
NAME_FAMILY_STATUS,Separated,0.0117536164771701,0.0798611111111111,0.0643881499788624,0.0233339628193349,-0.294557188147298,0.09989544261812262,,categorical
NAME_FAMILY_STATUS,Single,-0.2291612373323337,0.0994526802167276,0.1477960066339306,0.0233339628193349,-0.294557188147298,-1.9476697473237474,,categorical
NAME_FAMILY_STATUS,Widow,0.3420941423647172,0.058713596013082,0.0522015544209944,0.0233339628193349,-0.294557188147298,2.9075004986736146,,categorical
NAME_INCOME_TYPE,Commercial associate,0.0666778541820636,0.075917098807466,0.232809502130012,0.0559164100064915,-0.145103474073106,0.2791669231848133,,categorical
NAME_INCOME_TYPE,Pensioner,0.4388944220714597,0.0535868038247156,0.1794006698969139,0.0559164100064915,-0.145103474073106,1.8375637146047434,,categorical
NAME_INCOME_TYPE,RARE,-0.4865718445245889,0.125,0.0001625963383304,0.0559164100064915,-0.145103474073106,-2.037179606491123,"Unemployed, Student, Businessman, Maternity leave",categorical
NAME_INCOME_TYPE,State servant,0.3467981582139455,0.0584541614339536,0.0712090663718253,0.0559164100064915,-0.145103474073106,1.4519749620375524,,categorical
NAME_INCOME_TYPE,Working,-0.1828942024104077,0.0953850271168029,0.5164181652629183,0.0559164100064915,-0.145103474073106,-0.7657416751271015,,categorical
